,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_Provided,Min_Salary,Max_Salary,Avg_Salary,Company_txt,Job_State,Age
1265,Machine Learning Engineer / Data Scientist,Employer Provided Salary:$120K - $130K,Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,120,130,125.0,Tiro L.L.C.,Remote,-1.0
1267,Data Scientist/Principal Data Scientist,Employer Provided Salary:$78K - $118K,Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,78,118,98.0,Northrop Grumman, FL,81.0
1271,Senior Data Scientist (ML),Employer Provided Salary:$100K - $180K,Data Science,-1.0,CyberCoders,"Los Altos, CA",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,100,180,140.0,CyberCoders, CA,21.0
1272,Principal Data Scientist,Employer Provided Salary:$112K - $167K,Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,112,167,139.5,Northrop Grumman, MD,81.0
1273,Data Scientist,Employer Provided Salary:$86K - $117K,Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,86,117,101.5,National Security Agency, MD,-1.0
1274,Staff Applied Scientist,Employer Provided Salary:$147K - $213K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,147,213,180.0,Indeed,Remote,16.0
1275,Principal Data Scientist - Match Recommendations,Employer Provided Salary:$223K - $324K,Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,223,324,273.5,Indeed, WA,16.0
1276,Data Scientist - III (Senior) Data Scientist - III (Senior),Employer Provided Salary:$96 Per Hour,Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,1,0,96,96,96.0,On-Board Companies, MA,44.0
1277,"Director, Data Science- SMB Labs",Employer Provided Salary:$214K - $310K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,214,310,262.0,Indeed,Remote,16.0
1278,Clinical Studies Data Scientist,Employer Provided Salary:$54 Per Hour,Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,1,0,54,54,54.0,Tailored Management,Remote,18.0
1279,Senior Machine Learning Data Scientist - Hybrid Remote,Employer Provided Salary:$150K - $200K,Data Science,3.3,"CaaStle
3.3","Mountain View, CA",-1,201 to 500 Employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,150,200,175.0,CaaStle, CA,8.0
1280,Principal Data Scientist,Employer Provided Salary:$80 - $90 Per Hour,Data Science,4.0,"Brooksource
4.0",Remote,-1,501 to 1000 Employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,1,0,80,90,85.0,Brooksource,Remote,20.0
1281,Data Scientist,$77K - $128K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,77,128,102.5,Alexander Technology Group, MA,13.0
1282,Senior Data Scientist (remote),Employer Provided Salary:$130K - $184K,Data Science,3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,130,184,157.0,Liberty Mutual Insurance,Remote,108.0
1283,Snr Machine Learning Engineer,Employer Provided Salary:$200K - $300K,Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,200,300,250.0,Engtal,Remote,-1.0
1284,Senior Data Scientist,$83K - $143K (Glassdoor est.),Data Science,4.0,"Varsity Tutors
4.0","Seattle, WA",-1,201 to 500 Employees,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,83,143,113.0,Varsity Tutors, WA,13.0
1286,Data Scientist,$115K - $202K (Glassdoor est.),Data Science,-1.0,TikTok,"Mountain View, CA",-1,1001 to 5000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,115,202,158.5,TikTok, CA,4.0
1287,Senior Data Scientist - NLP,Employer Provided Salary:$150K - $220K,Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,150,220,185.0,Engtal,Remote,-1.0
1289,Data Scientist - Remote,Employer Provided Salary:$115K - $150K,Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,115,150,132.5,Emerald Resource Group,Remote,-1.0
1290,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL), NE,78.0
1291,"Staff Data Scientist, Partnerships",$92K - $193K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,92,193,142.5,LegalZoom, CA,19.0
1292,"Senior Data Scientist, Fulfillment",$64K - $140K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,64,140,102.0,LegalZoom, TX,19.0
1293,Machine Learning Engineer / Data Scientist,Employer Provided Salary:$120K - $130K,Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,120,130,125.0,Tiro L.L.C.,Remote,-1.0
1295,Data Scientist/Principal Data Scientist,Employer Provided Salary:$78K - $118K,Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,78,118,98.0,Northrop Grumman, FL,81.0
1299,Senior Data Scientist (ML),Employer Provided Salary:$100K - $180K,Data Science,-1.0,CyberCoders,"Los Altos, CA",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,100,180,140.0,CyberCoders, CA,21.0
1300,Principal Data Scientist,Employer Provided Salary:$112K - $167K,Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,112,167,139.5,Northrop Grumman, MD,81.0
1301,Data Scientist,Employer Provided Salary:$86K - $117K,Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,86,117,101.5,National Security Agency, MD,-1.0
1302,Staff Applied Scientist,Employer Provided Salary:$147K - $213K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,147,213,180.0,Indeed,Remote,16.0
1303,Principal Data Scientist - Match Recommendations,Employer Provided Salary:$223K - $324K,Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,223,324,273.5,Indeed, WA,16.0
1304,Data Scientist - III (Senior) Data Scientist - III (Senior),Employer Provided Salary:$96 Per Hour,Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,1,0,96,96,96.0,On-Board Companies, MA,44.0
1305,"Director, Data Science- SMB Labs",Employer Provided Salary:$214K - $310K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,214,310,262.0,Indeed,Remote,16.0
1306,Clinical Studies Data Scientist,Employer Provided Salary:$54 Per Hour,Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,1,0,54,54,54.0,Tailored Management,Remote,18.0
1307,Senior Machine Learning Data Scientist - Hybrid Remote,Employer Provided Salary:$150K - $200K,Data Science,3.3,"CaaStle
3.3","Mountain View, CA",-1,201 to 500 Employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,150,200,175.0,CaaStle, CA,8.0
1308,Principal Data Scientist,Employer Provided Salary:$80 - $90 Per Hour,Data Science,4.0,"Brooksource
4.0",Remote,-1,501 to 1000 Employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,1,0,80,90,85.0,Brooksource,Remote,20.0
1309,Data Scientist,$77K - $128K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,77,128,102.5,Alexander Technology Group, MA,13.0
1310,Senior Data Scientist (remote),Employer Provided Salary:$130K - $184K,Data Science,3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,130,184,157.0,Liberty Mutual Insurance,Remote,108.0
1311,Snr Machine Learning Engineer,Employer Provided Salary:$200K - $300K,Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,200,300,250.0,Engtal,Remote,-1.0
1312,Senior Data Scientist,$83K - $143K (Glassdoor est.),Data Science,4.0,"Varsity Tutors
4.0","Seattle, WA",-1,201 to 500 Employees,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,83,143,113.0,Varsity Tutors, WA,13.0
1314,Data Scientist,$115K - $202K (Glassdoor est.),Data Science,-1.0,TikTok,"Mountain View, CA",-1,1001 to 5000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,115,202,158.5,TikTok, CA,4.0
1315,Senior Data Scientist - NLP,Employer Provided Salary:$150K - $220K,Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,150,220,185.0,Engtal,Remote,-1.0
1317,Data Scientist - Remote,Employer Provided Salary:$115K - $150K,Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,115,150,132.5,Emerald Resource Group,Remote,-1.0
1318,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL), NE,78.0
1319,"Staff Data Scientist, Partnerships",$92K - $193K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,92,193,142.5,LegalZoom, CA,19.0
1320,"Senior Data Scientist, Fulfillment",$64K - $140K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,64,140,102.0,LegalZoom, TX,19.0
1321,Machine Learning Engineer / Data Scientist,Employer Provided Salary:$120K - $130K,Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,120,130,125.0,Tiro L.L.C.,Remote,-1.0
1323,Data Scientist/Principal Data Scientist,Employer Provided Salary:$78K - $118K,Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,78,118,98.0,Northrop Grumman, FL,81.0
1327,Senior Data Scientist (ML),Employer Provided Salary:$100K - $180K,Data Science,-1.0,CyberCoders,"Los Altos, CA",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,100,180,140.0,CyberCoders, CA,21.0
1328,Principal Data Scientist,Employer Provided Salary:$112K - $167K,Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,112,167,139.5,Northrop Grumman, MD,81.0
1329,Data Scientist,Employer Provided Salary:$86K - $117K,Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,86,117,101.5,National Security Agency, MD,-1.0
1330,Staff Applied Scientist,Employer Provided Salary:$147K - $213K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,147,213,180.0,Indeed,Remote,16.0
1331,Principal Data Scientist - Match Recommendations,Employer Provided Salary:$223K - $324K,Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,223,324,273.5,Indeed, WA,16.0
1332,Data Scientist - III (Senior) Data Scientist - III (Senior),Employer Provided Salary:$96 Per Hour,Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,1,0,96,96,96.0,On-Board Companies, MA,44.0
1333,"Director, Data Science- SMB Labs",Employer Provided Salary:$214K - $310K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,214,310,262.0,Indeed,Remote,16.0
1334,Clinical Studies Data Scientist,Employer Provided Salary:$54 Per Hour,Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,1,0,54,54,54.0,Tailored Management,Remote,18.0
1335,Senior Machine Learning Data Scientist - Hybrid Remote,Employer Provided Salary:$150K - $200K,Data Science,3.3,"CaaStle
3.3","Mountain View, CA",-1,201 to 500 Employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,150,200,175.0,CaaStle, CA,8.0
1336,Principal Data Scientist,Employer Provided Salary:$80 - $90 Per Hour,Data Science,4.0,"Brooksource
4.0",Remote,-1,501 to 1000 Employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,1,0,80,90,85.0,Brooksource,Remote,20.0
1337,Data Scientist,$77K - $128K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,77,128,102.5,Alexander Technology Group, MA,13.0
1338,Senior Data Scientist (remote),Employer Provided Salary:$130K - $184K,Data Science,3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,130,184,157.0,Liberty Mutual Insurance,Remote,108.0
1339,Snr Machine Learning Engineer,Employer Provided Salary:$200K - $300K,Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,200,300,250.0,Engtal,Remote,-1.0
1340,Senior Data Scientist,$83K - $143K (Glassdoor est.),Data Science,4.0,"Varsity Tutors
4.0","Seattle, WA",-1,201 to 500 Employees,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,83,143,113.0,Varsity Tutors, WA,13.0
1342,Data Scientist,$115K - $202K (Glassdoor est.),Data Science,-1.0,TikTok,"Mountain View, CA",-1,1001 to 5000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,115,202,158.5,TikTok, CA,4.0
1343,Senior Data Scientist - NLP,Employer Provided Salary:$150K - $220K,Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,150,220,185.0,Engtal,Remote,-1.0
1345,Data Scientist - Remote,Employer Provided Salary:$115K - $150K,Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,115,150,132.5,Emerald Resource Group,Remote,-1.0
1346,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL), NE,78.0
1347,"Staff Data Scientist, Partnerships",$92K - $193K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,92,193,142.5,LegalZoom, CA,19.0
1348,"Senior Data Scientist, Fulfillment",$64K - $140K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,64,140,102.0,LegalZoom, TX,19.0
1349,Machine Learning Engineer / Data Scientist,Employer Provided Salary:$120K - $130K,Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,120,130,125.0,Tiro L.L.C.,Remote,-1.0
1351,Data Scientist/Principal Data Scientist,Employer Provided Salary:$78K - $118K,Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,78,118,98.0,Northrop Grumman, FL,81.0
1355,Senior Data Scientist (ML),Employer Provided Salary:$100K - $180K,Data Science,-1.0,CyberCoders,"Los Altos, CA",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,100,180,140.0,CyberCoders, CA,21.0
1356,Principal Data Scientist,Employer Provided Salary:$112K - $167K,Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,112,167,139.5,Northrop Grumman, MD,81.0
1357,Data Scientist,Employer Provided Salary:$86K - $117K,Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,86,117,101.5,National Security Agency, MD,-1.0
1358,Staff Applied Scientist,Employer Provided Salary:$147K - $213K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,147,213,180.0,Indeed,Remote,16.0
1359,Principal Data Scientist - Match Recommendations,Employer Provided Salary:$223K - $324K,Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,223,324,273.5,Indeed, WA,16.0
1360,Data Scientist - III (Senior) Data Scientist - III (Senior),Employer Provided Salary:$96 Per Hour,Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,1,0,96,96,96.0,On-Board Companies, MA,44.0
1361,"Director, Data Science- SMB Labs",Employer Provided Salary:$214K - $310K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,214,310,262.0,Indeed,Remote,16.0
1362,Clinical Studies Data Scientist,Employer Provided Salary:$54 Per Hour,Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,1,0,54,54,54.0,Tailored Management,Remote,18.0
1363,Senior Machine Learning Data Scientist - Hybrid Remote,Employer Provided Salary:$150K - $200K,Data Science,3.3,"CaaStle
3.3","Mountain View, CA",-1,201 to 500 Employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,150,200,175.0,CaaStle, CA,8.0
1364,Principal Data Scientist,Employer Provided Salary:$80 - $90 Per Hour,Data Science,4.0,"Brooksource
4.0",Remote,-1,501 to 1000 Employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,1,0,80,90,85.0,Brooksource,Remote,20.0
1365,Data Scientist,$77K - $128K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,77,128,102.5,Alexander Technology Group, MA,13.0
1366,Senior Data Scientist (remote),Employer Provided Salary:$130K - $184K,Data Science,3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,130,184,157.0,Liberty Mutual Insurance,Remote,108.0
1367,Snr Machine Learning Engineer,Employer Provided Salary:$200K - $300K,Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,200,300,250.0,Engtal,Remote,-1.0
1368,Senior Data Scientist,$83K - $143K (Glassdoor est.),Data Science,4.0,"Varsity Tutors
4.0","Seattle, WA",-1,201 to 500 Employees,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,83,143,113.0,Varsity Tutors, WA,13.0
1370,Data Scientist,$115K - $202K (Glassdoor est.),Data Science,-1.0,TikTok,"Mountain View, CA",-1,1001 to 5000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,115,202,158.5,TikTok, CA,4.0
1371,Senior Data Scientist - NLP,Employer Provided Salary:$150K - $220K,Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,150,220,185.0,Engtal,Remote,-1.0
1373,Data Scientist - Remote,Employer Provided Salary:$115K - $150K,Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,115,150,132.5,Emerald Resource Group,Remote,-1.0
1374,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL), NE,78.0
1375,"Staff Data Scientist, Partnerships",$92K - $193K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,92,193,142.5,LegalZoom, CA,19.0
1376,"Senior Data Scientist, Fulfillment",$64K - $140K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,64,140,102.0,LegalZoom, TX,19.0
1377,Machine Learning Engineer / Data Scientist,Employer Provided Salary:$120K - $130K,Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,120,130,125.0,Tiro L.L.C.,Remote,-1.0
1379,Data Scientist/Principal Data Scientist,Employer Provided Salary:$78K - $118K,Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,78,118,98.0,Northrop Grumman, FL,81.0
1383,Senior Data Scientist (ML),Employer Provided Salary:$100K - $180K,Data Science,-1.0,CyberCoders,"Los Altos, CA",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,100,180,140.0,CyberCoders, CA,21.0
1384,Principal Data Scientist,Employer Provided Salary:$112K - $167K,Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,112,167,139.5,Northrop Grumman, MD,81.0
1385,Data Scientist,Employer Provided Salary:$86K - $117K,Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,86,117,101.5,National Security Agency, MD,-1.0
1386,Staff Applied Scientist,Employer Provided Salary:$147K - $213K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,147,213,180.0,Indeed,Remote,16.0
1387,Principal Data Scientist - Match Recommendations,Employer Provided Salary:$223K - $324K,Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,223,324,273.5,Indeed, WA,16.0
1388,Data Scientist - III (Senior) Data Scientist - III (Senior),Employer Provided Salary:$96 Per Hour,Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,1,0,96,96,96.0,On-Board Companies, MA,44.0
1389,"Director, Data Science- SMB Labs",Employer Provided Salary:$214K - $310K,Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,214,310,262.0,Indeed,Remote,16.0
1390,Clinical Studies Data Scientist,Employer Provided Salary:$54 Per Hour,Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,1,0,54,54,54.0,Tailored Management,Remote,18.0
1391,Senior Machine Learning Data Scientist - Hybrid Remote,Employer Provided Salary:$150K - $200K,Data Science,3.3,"CaaStle
3.3","Mountain View, CA",-1,201 to 500 Employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,150,200,175.0,CaaStle, CA,8.0
